system,setting,row_id,answerability,failed,abstained,gen_len,EM,F1,chrf,rouge_l
Hermes-3-Llama-3.1-8B,LLM-only,133,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,134,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,135,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,136,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,137,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,138,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,139,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,140,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,141,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,142,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,143,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,144,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,145,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,146,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,147,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,148,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,149,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,150,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,151,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,152,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,153,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,154,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,155,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,156,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,157,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,158,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,159,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,160,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,161,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,162,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,163,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,164,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,165,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,166,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,167,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,168,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,169,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,170,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,171,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,172,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,173,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,174,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,175,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,176,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,177,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,178,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,179,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,180,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,181,answerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,182,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,183,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,184,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,185,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,186,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,187,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,188,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,189,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,190,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,191,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,192,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,193,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,194,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,195,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,196,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,197,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,198,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,199,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,200,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,201,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,202,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,203,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,204,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,205,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,206,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,207,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,208,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,209,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,210,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,211,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,212,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,213,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,214,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,215,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,216,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,217,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,218,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,219,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,220,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,221,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,222,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,223,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,224,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,225,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,226,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,227,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,228,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,229,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,230,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,231,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,232,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,233,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,234,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,235,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,236,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,237,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,238,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,239,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,240,unanswerable,1,0,12,,,,
Hermes-3-Llama-3.1-8B,LLM-only,241,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,0,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,1,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,2,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,3,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,4,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,5,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,6,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,7,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,8,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,9,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,10,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,11,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,12,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,13,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,14,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,15,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,16,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,17,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,18,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,19,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,20,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,21,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,22,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,23,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,24,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,25,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,26,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,27,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,28,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,29,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,30,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,31,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,32,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,33,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,34,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,35,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,36,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,37,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,38,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,39,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,40,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,41,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,42,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,43,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,44,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,45,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,46,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,47,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,48,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,49,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,50,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,51,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,52,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,53,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,54,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,55,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,56,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,57,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,58,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,59,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,60,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,61,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,62,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,63,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,64,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,65,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,66,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,67,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,68,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,69,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,70,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,71,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,72,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,73,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,74,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,75,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,76,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,77,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,78,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,79,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,80,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,81,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,82,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,83,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,84,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,85,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,86,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,87,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,88,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,89,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,90,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,91,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,92,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,93,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,94,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,95,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,96,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,97,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,98,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,99,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,100,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,101,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,102,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,103,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,104,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,105,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,106,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,107,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,108,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,109,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,110,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,111,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,112,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,113,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,114,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,115,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,116,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,117,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,118,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,119,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,120,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,121,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,122,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,123,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,124,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,125,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,126,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,127,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,128,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,129,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,130,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,131,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,132,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,133,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,134,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,135,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,136,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,137,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,138,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,139,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,140,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,141,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,142,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,143,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,144,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,145,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,146,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,147,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,148,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,149,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,150,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,151,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,152,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,153,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,154,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,155,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,156,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,157,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,158,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,159,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,160,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,161,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,162,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,163,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,164,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,165,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,166,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,167,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,168,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,169,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,170,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,171,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,172,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,173,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,174,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,175,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,176,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,177,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,178,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,179,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,180,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,181,answerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,182,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,183,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,184,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,185,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,186,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,187,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,188,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,189,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,190,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,191,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,192,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,193,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,194,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,195,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,196,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,197,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,198,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,199,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,200,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,201,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,202,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,203,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,204,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,205,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,206,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,207,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,208,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,209,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,210,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,211,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,212,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,213,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,214,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,215,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,216,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,217,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,218,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,219,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,220,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,221,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,222,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,223,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,224,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,225,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,226,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,227,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,228,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,229,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,230,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,231,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,232,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,233,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,234,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,235,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,236,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,237,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,238,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,239,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,240,unanswerable,1,0,12,,,,
Qwen2.5-7B,LLM-only,241,unanswerable,1,0,12,,,,
GPT-4.1 (LLM-only),LLM-only,0,answerable,0,0,32,0.0,0.2325581395348837,,0.2325581395348837
GPT-4.1 (LLM-only),LLM-only,1,answerable,0,0,127,0.0,0.10596026490066225,,0.09271523178807947
GPT-4.1 (LLM-only),LLM-only,2,answerable,0,0,158,0.0,0.07777777777777778,,0.06666666666666667
GPT-4.1 (LLM-only),LLM-only,3,answerable,0,0,58,0.0,0.2898550724637681,,0.2898550724637681
GPT-4.1 (LLM-only),LLM-only,4,answerable,0,0,130,0.0,0.10596026490066225,,0.10596026490066225
GPT-4.1 (LLM-only),LLM-only,5,answerable,0,0,70,0.0,0.2580645161290323,,0.2150537634408602
GPT-4.1 (LLM-only),LLM-only,6,answerable,0,0,46,0.0,0.3225806451612903,,0.25806451612903225
GPT-4.1 (LLM-only),LLM-only,7,answerable,0,0,75,0.0,0.19780219780219782,,0.19780219780219782
GPT-4.1 (LLM-only),LLM-only,8,answerable,0,0,124,0.0,0.0821917808219178,,0.0547945205479452
GPT-4.1 (LLM-only),LLM-only,9,answerable,0,1,124,0.0,0.08633093525179855,,0.05755395683453237
GPT-4.1 (LLM-only),LLM-only,10,answerable,0,0,27,0.0,0.0625,,0.0625
GPT-4.1 (LLM-only),LLM-only,11,answerable,0,0,48,0.0,0.09375,,0.09375
GPT-4.1 (LLM-only),LLM-only,12,answerable,0,0,71,0.0,0.04761904761904762,,0.04761904761904762
GPT-4.1 (LLM-only),LLM-only,13,answerable,0,0,104,0.0,0.08547008547008547,,0.08547008547008547
GPT-4.1 (LLM-only),LLM-only,14,answerable,0,0,84,0.0,0.19819819819819817,,0.14414414414414414
GPT-4.1 (LLM-only),LLM-only,15,answerable,0,0,174,0.0,0.13725490196078433,,0.10784313725490197
GPT-4.1 (LLM-only),LLM-only,16,answerable,0,0,61,0.0,0.0625,,0.03125
GPT-4.1 (LLM-only),LLM-only,17,answerable,0,0,141,0.0,0.12738853503184713,,0.11464968152866241
GPT-4.1 (LLM-only),LLM-only,18,answerable,0,0,109,0.0,0.17647058823529413,,0.14705882352941177
GPT-4.1 (LLM-only),LLM-only,19,answerable,0,0,92,0.0,0.2542372881355932,,0.22033898305084745
GPT-4.1 (LLM-only),LLM-only,20,answerable,0,0,155,0.0,0.15999999999999998,,0.14857142857142858
GPT-4.1 (LLM-only),LLM-only,21,answerable,0,1,42,0.0,0.15384615384615385,,0.15384615384615385
GPT-4.1 (LLM-only),LLM-only,22,answerable,0,0,106,0.0,0.05172413793103448,,0.05172413793103448
GPT-4.1 (LLM-only),LLM-only,23,answerable,0,0,66,0.0,0.2682926829268293,,0.24390243902439024
