system,model_id,backend,setting,language,row_id,question,gold_answer,gold_chunk_id,generated_answer,answerability,EM,F1,chrf,rouge_l,abstained,semantic_sim,judge_legal_correctness,judge_evidence_support,judge_completeness,judge_clarity,judge_hallucination
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,96,645-бапқа енгізілген соңғы өзгерістер қашан қолданысқа енгізіледі?,2024 жылдан бастап.,873,"Сіздің сұрағыңыз толық түсінікті болуы үшін нақты қай заңның 645-бабы туралы сұрап отырғаныңызды көрсетуіңіз қажет (мысалы, Қазақстан Республикасының Қылмыстық кодексі, Әкімшілік құқық бұзушылық туралы кодексі немесе Азаматтық процестік кодексі және т.б.).

Өйткені әртүрлі заңдарда 645-бап бар және олардың әрқайсысына енгізілген өзгерістер әртүрлі уақытта күшіне енеді.

**Сондықтан, нақты қай заңның 645-бабы туралы сұрап отырғаныңызды көрсетпей, нақты жауап беру мүмкін емес.**",answerable,0.0,0.0,3.729742238097515,0.0,1.0,0.3999979496002197,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,97,"Дипломатиялық өкілдікке немесе консулдық мекемеге консулдық алымдардан түсетін түсімдер 1 000 АҚШ долларынан аз болса, оларды аудару мерзімі қандай?","Аудару тоқсан сайын, есепті айдан кейінгі айдың 10-күнінен кешіктірілмейтін мерзімде жүзеге асырылады.",857,"Қазақстан Республикасының консулдық алымдар туралы заңнамасына сәйкес, егер дипломатиялық өкілдікке немесе консулдық мекемеге консулдық алымдардан түсетін түсімдер 1 000 АҚШ долларынан аз болса, оларды аудару тоқсан сайын жүргізіледі.

**Негіздеме:**  
«Қазақстан Республикасының консулдық алымдар туралы» Ережесінің 22-тармағына сәйкес, егер консулдық алымдардан түскен түсімдер тоқсан ішінде 1 000 АҚШ долларынан аз болса, оларды Қазақстан Республикасының Ұлттық Банкіндегі шотқа тоқсан сайын аударады.

**Қорытынды:**  
1 000 АҚШ долларынан аз түсімдер – тоқсан сайын аударылады.",answerable,0.0,0.07317073170731707,18.385828454609225,0.07317073170731707,0.0,0.52266526222229,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,98,Пайдалы қазбаларды өндіру салығы қалай төленеді?,"Пайдалы қазбаларды өндіру салығы негізінен ақшалай нысанда төленеді, бірақ кей жағдайларда заттай нысанға ауыстырылуы мүмкін.",1003,"Пайдалы қазбаларды өндіру салығы Қазақстан Республикасының Салық кодексіне сәйкес төленеді. Бұл салықты пайдалы қазбаларды өндіру құқығына ие және өндіру жұмыстарын жүргізетін заңды және жеке тұлғалар төлейді.

**Төлеу тәртібі:**
1. **Салық салу объектісі:** Пайдалы қазбалардың нақты өндірілген көлемі (тонна, текше метр, т.б.) немесе құны.
2. **Салық мөлшерлемесі:** Әр түрлі пайдалы қазбаларға әртүрлі мөлшерлеме белгіленген (мысалы, көмір, мұнай, алтын, т.б. үшін бөлек).
3. **Салық есептеу:** Салық төлеуші әр айдың соңында өндірілген пайдалы қазбаның көлемін анықтап, соған сәйкес салық сомасын есептейді.
4. **Салықты төлеу мерзімі:** Әдетте, есепті айдан кейінгі айдың 25-іне дейін төленеді.
5. **Салық есептілігі:** Салық есептілігін (декларацияны) салық органдарына тапсыру қажет.

**Нақты мөлшерлемелер мен тәртібі Салық кодексінің 744-768 баптарында көрсетілген.**

Егер нақты пайдалы қазбаның түрі көрсетілсе, мөлшерлемесін нақтылап айтуға болады.",answerable,0.0,0.0746268656716418,19.23069887221271,0.0746268656716418,0.0,0.7253080606460571,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,99,Ауыл шаруашылығы өнімін өндірушілер корпоративтік табыс салығын қанша пайызға азайта алады?,Ауыл шаруашылығы өнімін өндірушілер корпоративтік табыс салығын 70 пайызға азайта алады.,950,"Қазақстан Республикасының Салық кодексіне сәйкес, ауыл шаруашылығы өнімін өндірушілер (арнайы салық режимін қолданбайтындар) корпоративтік табыс салығы бойынша салық сомасын 70 пайызға азайта алады.

**Нақты негіз:**  
Қазақстан Республикасының Салық кодексінің 293-бабы, 3-тармағына сәйкес, ауыл шаруашылығы өнімін өндірушілер мен ауыл шаруашылығы кооперативтері корпоративтік табыс салығының есептелген сомасын 70 пайызға азайтады.

**Қорытынды:**  
Ауыл шаруашылығы өнімін өндірушілер корпоративтік табыс салығын 70% азайта алады.",answerable,0.0,0.3142857142857143,49.09426532813112,0.2857142857142857,0.0,0.8725857734680176,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,100,Әлеуметтік салықты есептеу кезінде бюджетке төленетін салық сомасы қалай анықталады?,Бюджетке төленетін әлеуметтік салық сомасы есептелген әлеуметтік салық пен әлеуметтік аударымдар сомасы арасындағы айырма ретінде анықталады.,713,"Әлеуметтік салықты есептеу кезінде бюджетке төленетін салық сомасы Қазақстан Республикасының Салық кодексіне сәйкес анықталады.

**Жауабы:**
Әлеуметтік салықтың сомасы салық салу объектісіне белгіленген мөлшерлемені қолдану арқылы есептеледі. Салық салу объектісі – қызметкерлерге төленетін табыстардың жалпы сомасы (еңбекақы, сыйақы және т.б.), сондай-ақ жеке кәсіпкерлер мен заңды тұлғалардың өз пайдасы.

**Мысалы:**
- Заңды тұлғалар үшін әлеуметтік салықтың мөлшерлемесі – 9,5%.
- Жеке кәсіпкерлер үшін – 3,5%.

**Есептеу формуласы:**
Әлеуметтік салық = Салық салу объектісі × Мөлшерлеме

**Мысал:**
Егер ай сайынғы еңбекақы қоры 1 000 000 теңге болса, әлеуметтік салық сомасы:
1 000 000 × 9,5% = 95 000 теңге

**Ескерту:**  
Әлеуметтік салықты есептеу кезінде кейбір төлемдер салық салу объектісіне кірмеуі мүмкін немесе жеңілдіктер қолданылуы мүмкін. Толығырақ ақпарат алу үшін ҚР Салық кодексінің 483-499 баптарын қараңыз.

**Қорытынды:**  
Бюджетке төленетін әлеуметтік салық сомасы – салық салу объектісіне мөлшерлемені қолдану арқылы анықталады.",answerable,0.0,0.13513513513513511,28.52184707271828,0.13513513513513511,0.0,0.7740688323974609,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,101,Шекарамаңы жер қойнауы учаскесінде көмірсутектер бойынша жер қойнауын пайдалану жөніндегі операцияларды тоқтата тұру туралы шешім қабылданғаннан кейін құзыретті орган жер қойнауын пайдаланушыға қанша уақыт ішінде хабарлауы керек?,Үш жұмыс күні ішінде.,255,"Қазақстан Республикасының заңнамасына сәйкес, ""Жер қойнауы және жер қойнауын пайдалану туралы"" 2017 жылғы 27 желтоқсандағы № 125-VI ҚР Заңының 277-бабының 3-тармағына сәйкес:

Шекарамаңы жер қойнауы учаскесінде көмірсутектер бойынша жер қойнауын пайдалану жөніндегі операцияларды тоқтата тұру туралы шешім қабылданғаннан кейін құзыретті орган бұл шешім қабылданған күннен бастап үш жұмыс күні ішінде жер қойнауын пайдаланушыға хабарлауға міндетті.

**Дереккөз:**  
Қазақстан Республикасының ""Жер қойнауы және жер қойнауын пайдалану туралы"" Заңы, 277-бап, 3-тармақ.",answerable,0.0,0.1111111111111111,13.248126835224728,0.1111111111111111,0.0,0.4530128240585327,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,102,Күкіртті ашық түрде күкірт карталарында орналастыру үшін төлемақы мөлшерлемесі қандай?,"Бір тонна үшін 3,77 АЕК құрайды.",799,"Қазақстан Республикасының Салық кодексіне сәйкес, пайдалы қазбаларды өндіру кезінде қоршаған ортаға эмиссиялар үшін төлемақы мөлшерлемелері белгіленеді. Күкіртті ашық түрде күкірт карталарында орналастыру – бұл қоршаған ортаға эмиссия болып табылады және оған арнайы төлемақы мөлшерлемесі қарастырылған.

2023 жылғы 12 сәуірдегі № 217-VII ҚР Заңымен бекітілген ""Салық және бюджетке төленетін басқа да міндетті төлемдер туралы"" (Салық кодексі) 576-бабына сәйкес, күкіртті ашық түрде күкірт карталарында орналастыру үшін төлемақы мөлшерлемесі 1 тонна үшін **0,1 айлық есептік көрсеткіш (АЕК)** мөлшерінде белгіленген.

**Мысалы:**  
2024 жылы 1 АЕК = 3 692 теңге болса,  
0,1 АЕК = 369,2 теңге.  
Яғни, 1 тонна күкіртті ашық түрде күкірт карталарында орналастырғаны үшін төлемақы – 369,2 теңге.

**Дереккөз:**  
Қазақстан Республикасы Салық кодексі, 576-бап, 2-тармақ, 2) тармақша.

Егер нақты өңірлік немесе басқа ерекшеліктер болса, қосымша жергілікті нормативтік актілерді қарау қажет.",answerable,0.0,0.04580152671755725,6.1921617904297035,0.04580152671755725,0.0,0.5741831064224243,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,103,Жерасты құрылыстарын салуға қатысты 44-бапқа енгізілген өзгерістер қашан қолданысқа енеді?,Алғашқы ресми жарияланған күнінен кейін күнтізбелік он күн өткен соң қолданысқа енеді.,511,"Сұрағыңызға нақты жауап:

Қазақстан Республикасының Жер кодексінің 44-бабына жерасты құрылыстарын салуға қатысты өзгерістер 2023 жылғы 6 қаңтарда қабылданған «Қазақстан Республикасының кейбір заңнамалық актілеріне жер қатынастарын дамыту мәселелері бойынша өзгерістер мен толықтырулар енгізу туралы» № 188-VII Заңымен енгізілді. Бұл өзгерістер ресми түрде 2023 жылғы 20 қаңтарда қолданысқа енді.

**Дереккөз:**  
Қазақстан Республикасының Заңдары, egov.kz, adilet.zan.kz

Егер нақты басқа өзгеріс немесе редакция туралы сұрап отырсаңыз, нақты заң актісін немесе өзгеріс нөмірін көрсетсеңіз, толықтырып жауап беремін.",answerable,0.0,0.04761904761904762,14.233562274671058,0.04761904761904762,0.0,0.5356568694114685,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,104,Жолаушыны тасымалдау шартын қалай рәсімдейді?,Жолаушыны тасымалдау шартын жол жүру құжатымен (билетпен) рәсімдейді.,104,"Жолаушыны тасымалдау шарты, әдетте, билет беру арқылы рәсімделеді. Қазақстан Республикасының Азаматтық кодексінің 688-бабына сәйкес, жолаушыны тасымалдау шарты жолаушыға билет беру арқылы жасалады. Билет – шарттың жасалғанын растайтын құжат болып табылады. Егер билет берілмесе, бірақ жолаушыны тасымалдау үшін ақы төленсе және тасымалдаушы жолаушыны көлікке жіберсе, шарт жасалған болып есептеледі.

Қысқаша:
- Жолаушыны тасымалдау шарты билет беру арқылы рәсімделеді.
- Билет – шарттың жасалғанын растайтын құжат.
- Кейбір жағдайларда билетсіз де шарт жасалған болып саналады (ақы төленсе және жолаушы көлікке жіберілсе).

Нақты заңнама: ҚР Азаматтық кодексі, 688-бап.",answerable,0.0,0.04444444444444444,18.723908994535005,0.04444444444444444,0.0,0.7391022443771362,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,105,Жолаушылар поезы сағатына 161 километр және одан артық жылдамдықпен жүргенде қандай талап қойылады?,Жолаушылар поезы вагондар арасындағы саңылаусыз автотіркегішпен жабдықталуы керек.,79,"Қазақстан Республикасының теміржол көлігі туралы заңнамасына және ""Теміржол көлігіндегі қозғалыс қауіпсіздігі қағидаларына"" сәйкес, жолаушылар поезы сағатына 161 километр және одан артық жылдамдықпен жүргенде, бұл жоғары жылдамдықты пойыз болып саналады.

**Нақты талап:**  
Қазақстанда жолаушылар поезының сағатына 161 км және одан жоғары жылдамдықпен жүруі үшін келесі негізгі талаптар қойылады:

1. **Жолдың техникалық жағдайы:**  
   Теміржол жолдары, рельстер, шпалдар, бекіткіштер және басқа инфрақұрылым элементтері жоғары жылдамдыққа арналған болуы тиіс. Жолдың жағдайы арнайы сертификатталған болуы керек.

2. **Пойыздың техникалық жарақтандырылуы:**  
   Пойыздар жоғары жылдамдыққа арналған арнайы техникалық талаптарға сай болуы керек (тежегіш жүйесі, автоматты басқару жүйесі, қауіпсіздік жүйелері және т.б.).

3. **Қозғалысты басқару және бақылау:**  
   Автоматтандырылған қозғалысты басқару және бақылау жүйелері (мысалы, Еуропалық пойыздарды басқару жүйесі – ETCS немесе соған ұқсас жүйелер) міндетті түрде орнатылуы тиіс.

4. **Жолаушылардың қауіпсіздігі:**  
   Жолаушыларды отырғызу және түсіру платформалары, эвакуация жолдары, өртке қарсы жүйелер және басқа қауіпсіздік шаралары күшейтіледі.

5. **Машинист пен қызметкерлердің біліктілігі:**  
   Жоғары жылдамдықты пойызды жүргізетін машинистер арнайы оқытудан өтіп, сертификатталуы тиіс.

6. **Қосымша талаптар:**  
   - Жол бойындағы қоршаулар (адамдар мен жануарлардың жолға шығуын болдырмау үшін).
   - Жол өткелдерінде арнайы қауіпсіздік шаралары.
   - Дыбыстық және вибрациялық әсерлерді азайту шаралары.

**Нормативтік негіз:**  
Бұл талаптар Қазақстан Республикасы Индустрия және инфрақұрылымдық даму министрінің 2020 жылғы 30 желтоқсандағы №",answerable,0.0,0.029850746268656716,9.901051093855626,0.029850746268656716,0.0,0.542192816734314,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,106,Көлік құралы ұрланған жағдайда салық төлеуден босату үшін қандай құжат негіз болады?,Ішкі істер органдарының көлік құралын айдап әкету (ұрлау) туралы арыздың Сотқа дейінгі тергеп-тексерулердің бірыңғай тізілімінде тіркелу фактісін растайтын мәліметтер негіз болады.,720,"Көлік құралы ұрланған жағдайда салық төлеуден босату үшін негіз болатын құжат – ішкі істер органдары (полиция) берген көлік құралының ұрланғаны туралы анықтама (анықтама-куәлік) немесе қылмыстық іс қозғалғаны туралы құжат болып табылады. Бұл құжат салық органына ұсынылады.

Қазақстан Республикасы Салық кодексінің 492-бабының 6-тармағына сәйкес, көлік құралы ұрланғаны туралы уәкілетті органнан (полициядан) алынған құжат ұсынылған жағдайда, ұрланған кезеңге көлік салығы есептелмейді.

**Қорытынды:**  
Көлік құралы ұрланған жағдайда салық төлеуден босату үшін негіз болатын құжат – полициядан алынған көлік құралының ұрланғаны туралы анықтама немесе қылмыстық іс қозғалғаны туралы құжат.",answerable,0.0,0.09433962264150943,22.8601139869481,0.09433962264150943,0.0,0.6561839580535889,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,107,Пайдалы қатты қазбаларды қайта өңдеу туралы келісімді жасау үшін қандай құжаттар қажет?,"Өтінішке жер қойнауын пайдаланушының заңды тұлға ретінде мемлекеттік тіркеу туралы анықтама, заңды тұлға жарғысының көшірмесі, қайта өңдеу жобасының қаржылық-экономикалық моделі, бизнес-жоспары және келісімнің жобасы қоса беріледі.",359,"Пайдалы қатты қазбаларды қайта өңдеу туралы келісімді (яғни, қайта өңдеу қызметтерін көрсету немесе бірлесіп қайта өңдеу туралы шарт) жасау үшін Қазақстан Республикасының заңнамасына сәйкес, әдетте келесі құжаттар қажет:

1. **Тараптардың заңды мәртебесін растайтын құжаттар**:
   - Заңды тұлғалар үшін – мемлекеттік тіркеу туралы куәлік (БСН), жарғы, басшының тағайындалғаны туралы бұйрық, өкілеттігін растайтын құжат (сенімхат).
   - Жеке кәсіпкерлер үшін – мемлекеттік тіркеу туралы куәлік (ЖСН).

2. **Лицензиялар мен рұқсаттар**:
   - Пайдалы қазбаларды қайта өңдеу қызметін жүзеге асыруға арналған лицензия (егер заң бойынша талап етілсе).
   - Қайта өңделетін қазбалардың заңды алынғанын растайтын құжаттар (мысалы, өндіру құқығына лицензия, келісімшарт).

3. **Техникалық құжаттама**:
   - Қайта өңделетін қазбалардың сипаттамасы, көлемі, сапасы туралы мәліметтер.
   - Қайта өңдеу технологиясы, экологиялық қауіпсіздік шаралары туралы ақпарат.

4. **Жер учаскесіне құқық белгілейтін құжаттар** (егер қайта өңдеу белгілі бір жерде жүргізілсе).

5. **Экологиялық рұқсаттар**:
   - Қоршаған ортаға әсерді бағалау (ҚОӘБ) қорытындысы.
   - Экологиялық рұқсаттар (егер заң бойынша талап етілсе).

6. **Басқа да шартқа қажетті құжаттар**:
   - Салық төлеуші ретінде тіркелгенін растайтын құжаттар.
   - Банктік деректемелер.

**Маңызды:**  
Нақты құжаттар тізімі келісімнің түріне, тараптардың мәртебесіне және өңделетін қазбаның түріне байланысты өзгеруі мүмкін. Қазақстан Республикасының ""Жер қойнауы және жер қойнауын пайдалану туралы"" Кодексіне және басқа да салалық нормативтік актілерге сәйкес қосымша талаптар болуы мүмкін.

**",answerable,0.0,0.11162790697674418,23.687607535543318,0.07441860465116279,0.0,0.7297725677490234,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,108,123-бапқа енгізілген өзгерістер қашан қолданысқа енгізіледі?,Алғашқы ресми жарияланған күнінен кейін күнтізбелік он күн өткен соң қолданысқа енгізіледі.,621,"Сұрағыңыз толық емес. Қазақстан Республикасының қай заңына қатысты 123-бап екенін нақтыламадыңыз. Қазақстанда бірнеше заңда 123-бап болуы мүмкін (мысалы, Қылмыстық кодекс, Азаматтық кодекс, т.б.), және әрқайсысына енгізілген өзгерістер әртүрлі уақытта қолданысқа енгізіледі.

Сондықтан, қай заңның 123-бабы туралы сұрап отырғаныңызды нақтыламай, бұл сұраққа нақты жауап беру мүмкін емес.",answerable,0.0,0.06896551724137931,21.508174521861793,0.06896551724137931,1.0,0.5221202373504639,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,109,Жеке тұлғаларға электрондық сауда арқылы тауарлар мен қызметтерді сатқан кезде қосылған құн салығы қалай есептеледі?,"Қосылған құн салығы электрондық нысанда өткізілген тауарлардың, көрсетілетін қызметтердің құнына салық мөлшерлемесін қолдану арқылы есептеледі.",1050,"Жауап:

Қазақстан Республикасының Салық кодексіне сәйкес, жеке тұлғалар егер олар кәсіпкерлік қызметті тіркемей, өз атынан және жүйелі түрде электрондық сауда арқылы тауарлар мен қызметтер сататын болса, олар қосылған құн салығын (ҚҚС) төлеуші болып табылмайды.

Алайда, егер жеке тұлға кәсіпкер ретінде тіркеліп (жеке кәсіпкер немесе заңды тұлға ретінде), электрондық сауда арқылы тауарлар мен қызметтер сатса және ҚҚС төлеуші ретінде тіркелген болса, онда ҚҚС жалпы тәртіппен есептеледі:

- ҚҚС мөлшерлемесі – 12%.
- ҚҚС салық салынатын айналымнан есептеледі (сатылған тауарлар мен көрсетілген қызметтердің құны).
- ҚҚС есептеу және төлеу тәртібі заңды тұлғалар мен жеке кәсіпкерлер үшін бірдей.

Егер жеке тұлға кәсіпкер ретінде тіркелмесе және жүйелі түрде сауда жасамаса, ҚҚС төлеу міндеті туындамайды.

**Қорытынды:**  
Жеке тұлға кәсіпкер ретінде тіркелмесе – ҚҚС төлемейді.  
Кәсіпкер ретінде тіркелсе және ҚҚС төлеуші болса – жалпы тәртіппен 12% мөлшерінде есептейді.

**Дереккөз:** ҚР Салық кодексі, 367-бап, 369-бап, 382-бап.",answerable,0.0,0.09271523178807946,24.922484589236717,0.06622516556291391,0.0,0.6874991059303284,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,110,Жер қойнауын пайдалану келісімшарттары бойынша төлемдер кезеңділігі қалай анықталады?,Төлемдер кезеңділігі келісімшартта белгіленеді.,395,"Жауап:  
Қазақстан Республикасының ""Жер қойнауы және жер қойнауын пайдалану туралы"" Кодексіне (2017 жылғы 27 желтоқсандағы № 125-VI ҚРЗ) сәйкес, жер қойнауын пайдалану келісімшарттары бойынша төлемдердің кезеңділігі келісімшартта нақты көрсетіледі және заңнамада белгіленген төлем түріне байланысты анықталады.

Мысалы:
- Бонус (қол қою, коммерциялық табу) – біржолғы төлем ретінде төленеді.
- Роялти – пайдалы қазбаларды өндіру басталғаннан кейін, әрбір есепті кезең (әдетте тоқсан сайын немесе жыл сайын) үшін төленеді.
- Жер қойнауын пайдалануға арналған үстеме пайда салығы, корпоративтік табыс салығы және басқа салықтар – салық заңнамасына сәйкес белгіленген мерзімдерде төленеді.

Яғни, төлемдердің кезеңділігі:
- келісімшартта көрсетіледі;
- төлем түріне байланысты заңнамада белгіленген мерзімдерге сәйкес жүзеге асырылады.

**Дереккөз:**  
- ҚР ""Жер қойнауы және жер қойнауын пайдалану туралы"" Кодексі, 129-бап, 130-бап, 131-бап.
- ҚР Салық кодексі.

**Қорытынды:**  
Жер қойнауын пайдалану келісімшарттары бойынша төлемдер кезеңділігі төлем түріне және келісімшарт талаптарына сәйкес анықталады.",answerable,0.0,0.04477611940298507,14.20599910792342,0.029850746268656723,0.0,0.6986128091812134,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,111,Экспортқа рента салығы бойынша салықтық кезең қандай?,Экспортқа рента салығы бойынша салықтық кезең күнтізбелік тоқсан болып табылады.,974,"Экспортқа рента салығы бойынша салықтық кезең — күнтізбелік тоқсан. 

Бұл Қазақстан Республикасының Салық кодексінің 726-бабының 1-тармағына сәйкес белгіленген.",answerable,0.0,0.5714285714285714,65.2010053989183,0.5714285714285714,0.0,0.9207761883735657,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,112,Жер қойнауын пайдалануға мемлекеттік сараптама жүргізу мерзімі қанша уақытты құрайды?,Жер қойнауына мемлекеттік сараптама жүргізу мерзімі тиісті өтініш келіп түскен күннен бастап алты айдан аспауға тиіс.,618,"Қазақстан Республикасының ""Жер қойнауы және жер қойнауын пайдалану туралы"" Кодексінің 134-бабына сәйкес, жер қойнауын пайдалануға мемлекеттік сараптама жүргізу мерзімі **екі айдан аспауға тиіс**.

Егер қосымша құжаттар немесе мәліметтер қажет болса, сараптама жүргізу мерзімі оларды ұсынған күннен бастап қайта есептеледі, бірақ жалпы мерзім екі айдан аспауы керек.

**Дереккөз:**  
Қазақстан Республикасының 2017 жылғы 27 желтоқсандағы № 125-VI ҚРЗ ""Жер қойнауы және жер қойнауын пайдалану туралы"" Кодексі, 134-бап.",answerable,0.0,0.2469135802469136,38.37202732964782,0.19753086419753088,0.0,0.8463567495346069,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,113,Көмірсутектерді өндіруге арналған келісімшартта конкурс жеңімпазы қандай шығыстар мөлшерін қабылдауы керек?,Өңірді әлеуметтік-экономикалық дамытуға және оның инфрақұрылымын дамытуға арналған шығыстар мөлшерін.,429,"Қазақстан Республикасының ""Жер қойнауы және жер қойнауын пайдалану туралы"" Кодексіне (2017 жылғы 27 желтоқсандағы № 125-VI ҚРЗ) сәйкес, көмірсутектерді өндіруге арналған келісімшарт бойынша конкурс жеңімпазы төмендегідей шығыстарды қабылдауы керек:

**1. Бонустар төлеу:**  
Конкурс жеңімпазы қол қою бонусын және (немесе) коммерциялық табу бонусын төлеу міндеттемесін қабылдайды (Кодекстің 98-бабы).

**2. Жер қойнауын пайдалануға арналған төлемдер:**  
Жер қойнауын пайдаланғаны үшін төлемдер (бонус, роялти, өнімді бөлу, үстеме пайда салығы және т.б.) төлеу міндеттемесі.

**3. Әлеуметтік және инфрақұрылымдық міндеттемелер:**  
Жергілікті инфрақұрылымды дамытуға, әлеуметтік жобаларға қаржы бөлу (Кодекстің 129-бабы).

**4. Жобалық құжаттаманы әзірлеу және келісу шығыстары:**  
Жобалық, экологиялық, техникалық құжаттамаларды әзірлеу және келісу шығыстары.

**5. Қоршаған ортаны қорғау және жерді рекультивациялау шығыстары:**  
Экологиялық талаптарды орындау, жерді рекультивациялау, қоршаған ортаны қорғау бойынша шығыстар.

**6. Кепілдік жарна:**  
Конкурсқа қатысу үшін кепілдік жарна енгізу.

**7. Геологиялық ақпарат үшін төлем:**  
Геологиялық ақпаратты пайдаланғаны үшін төлем.

**8. Басқа міндетті төлемдер мен салықтар:**  
Қазақстан Республикасының заңнамасына сәйкес басқа да міндетті төлемдер мен салықтар.

**Нақты мөлшері** конкурс құжаттамасында және келісімшартта көрсетіледі. Яғни, шығыстардың нақты сомасы әр конкурс бойынша жеке анықталады.

**Қорытынды:**  
Конкурс жеңімпазы заңда және конкурс құжаттамасында көзделген барлық міндетті төлемдер мен шығыстарды қабылдауы керек. Бұл шығыстардың нақты мөлшері конкурс шарттарында белгіленеді.

**Д",answerable,0.0,0.039999999999999994,12.846773634234426,0.030000000000000002,0.0,0.5127805471420288,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,114,Мұнай операцияларын жүргізу кезінде қандай шараларды қабылдау қажет?,"Жер қойнауын пайдаланушы адамдардың өмірі мен денсаулығына, қоршаған ортаға және мүлікті жоюға қатер төндіретін авариялар мен қауіпті жағдайларды болдырмау шараларын қабылдауға міндетті.",583,"Мұнай операцияларын жүргізу кезінде келесі негізгі шараларды қабылдау қажет (Қазақстан Республикасының ""Мұнай туралы"" Заңы және экологиялық, өнеркәсіптік қауіпсіздік туралы заңнамасына сәйкес):

1. **Қауіпсіздік шаралары**:  
   - Жұмысшыларды арнайы оқыту және нұсқама өткізу;  
   - Қауіпсіздік техникасы мен жеке қорғаныс құралдарын пайдалану;  
   - Өртке қарсы құралдармен қамтамасыз ету.

2. **Экологиялық талаптар**:  
   - Қоршаған ортаны қорғау бойынша шаралар қабылдау (қалдықтарды басқару, төгінділерді болдырмау);  
   - Жер, су, ауаға зиянды заттардың таралуын шектеу;  
   - Қалпына келтіру жұмыстарын жүргізу.

3. **Техникалық талаптар**:  
   - Қолданылатын жабдықтардың техникалық жарамдылығын қамтамасыз ету;  
   - Жобалық және технологиялық құжаттаманы сақтау.

4. **Лицензиялау және рұқсаттар**:  
   - Мұнай операцияларын жүргізу үшін тиісті лицензиялар мен рұқсаттарды алу.

5. **Жергілікті халықтың және қызметкерлердің құқықтарын сақтау**:  
   - Жұмысшылардың еңбек құқықтарын қорғау;  
   - Жергілікті халықтың мүдделерін ескеру.

6. **Төтенше жағдайларға дайындық**:  
   - Апат, төтенше жағдайлар кезінде әрекет ету жоспарын әзірлеу және жаттығулар өткізу.

**Назар аударыңыз:**  
Нақты талаптар мен шаралар операция түріне (барлау, өндіру, тасымалдау, өңдеу) және орналасқан жеріне байланысты өзгеруі мүмкін. Толығырақ ақпарат алу үшін Қазақстан Республикасының ""Мұнай туралы"" Заңын, ""Қоршаған ортаны қорғау туралы"" Заңын және тиісті салалық нормативтік актілерді қарау қажет.",answerable,0.0,0.06521739130434782,18.818585038931698,0.04347826086956521,0.0,0.6022440791130066,,,,,
GPT-4.1 (LLM-only),gpt-4.1,openai,LLM-only,kz,115,Өтініш туралы мәліметтер құзыретті органның интернет-ресурсында қанша уақыт ішінде орналастырылады?,Өтініш берілген күннен бастап екі күн ішінде орналастырылады.,321,"Қазақстан Республикасының ""Жеке және заңды тұлғалардың өтініштерін қарау тәртібі туралы"" Заңының 8-бабының 5-тармағына сәйкес, өтініш туралы мәліметтер құзыретті органның интернет-ресурсында өтініш тіркелген күннен бастап үш жұмыс күні ішінде орналастырылады.

**Дереккөз:**  
Қазақстан Республикасының ""Жеке және заңды тұлғалардың өтініштерін қарау тәртібі туралы"" Заңы, 8-бап, 5-тармақ.",answerable,0.0,0.19607843137254904,32.4329738864907,0.19607843137254904,0.0,0.7098374366760254,,,,,
